seed,state,rep,requested_l1,actual_l1,margin,group,anchored_gap,q_error,decision_flip,strict_flip,policy_loss
11,9,2,0.7,0.7000000000000001,0.5122002408909001,wide,0.40904415509003567,0.8131994293116733,0,0,0.034676740434600006
11,9,3,0.7,0.7,0.5122002408909001,wide,0.4042473766786374,0.8501650969275536,0,0,0.034676740434600006
11,9,4,0.7,0.7,0.5122002408909001,wide,0.3946562852447757,0.9240774330021058,0,0,0.034676740434600006
11,10,0,0.05,0.04999999999999958,0.40946938387621046,wide,0.4114558438058493,0.015714784189317932,0,0,0.007162648219040335
11,10,1,0.05,0.050000000000000294,0.40946938387621046,wide,0.41297792435964276,0.027755886586973588,0,0,0.007162648219040335
11,10,2,0.05,0.050000000000000024,0.40946938387621046,wide,0.4110457577401512,0.012470614032468852,0,0,0.007162648219040335
11,10,3,0.05,0.05000000000000016,0.40946938387621046,wide,0.41133544010115664,0.014762276561745225,0,0,0.007162648219040335
11,10,4,0.05,0.04999999999999995,0.40946938387621046,wide,0.4117677232294561,0.018182046559902076,0,0,0.007162648219040335
11,10,0,0.15,0.1500000000000001,0.40946938387621046,wide,0.41127591717941936,0.014291393733717683,0,0,0.007162648219040335
11,10,1,0.15,0.1500000000000004,0.40946938387621046,wide,0.41893231353033666,0.07486075862619757,0,0,0.007162648219040335
11,10,2,0.15,0.15000000000000013,0.40946938387621046,wide,0.41079356568996594,0.010475535458789764,0,0,0.007162648219040335
11,10,3,0.15,0.14999999999999952,0.40946938387621046,wide,0.4167933485927833,0.05793951502056505,0,0,0.007162648219040335
11,10,4,0.15,0.15000000000000022,0.40946938387621046,wide,0.41508361505735003,0.044413899361404496,0,0,0.007162648219040335
11,10,0,0.35,0.3499999999999994,0.40946938387621046,wide,0.41881451684236737,0.07392887497626521,0,0,0.007162648219040335
11,10,1,0.35,0.3499999999999997,0.40946938387621046,wide,0.42767190682236933,0.14399923981948515,0,0,0.007162648219040335
11,10,2,0.35,0.3499999999999996,0.40946938387621046,wide,0.4219764721333368,0.09894294360790123,0,0,0.007162648219040335
11,10,3,0.35,0.35000000000000003,0.40946938387621046,wide,0.4261486965440682,0.13194920022831802,0,0,0.007162648219040335
11,10,4,0.35,0.35,0.40946938387621046,wide,0.42137977914731195,0.09422253552779392,0,0,0.007162648219040335
11,10,0,0.7,0.7,0.40946938387621046,wide,0.4386644389907106,0.2309606066926655,0,0,0.007162648219040335
11,10,1,0.7,0.7000000000000001,0.40946938387621046,wide,0.40031925130458035,0.07222070827672589,0,0,0.0030673780466381473
11,10,2,0.7,0.7000000000000002,0.40946938387621046,wide,0.45474099304994375,0.358186775503488,0,0,0.0268152634217822
11,10,3,0.7,0.7000000000000001,0.40946938387621046,wide,0.4045416986848034,0.03898266870684619,0,0,0.0
11,10,4,0.7,0.6999999999999998,0.40946938387621046,wide,0.4508290570938849,0.3271942862068782,0,0,0.007162648219040335
11,11,0,0.05,0.04999999999999986,0.2694108612748609,narrow,0.2795161231518284,0.010883505468871846,0,0,0.0
11,11,1,0.05,0.05000000000000065,0.2694108612748609,narrow,0.2719270975807646,0.002710020970233984,0,0,0.0
11,11,2,0.05,0.05000000000000001,0.2694108612748609,narrow,0.2840069498241675,0.015720187312769696,0,0,0.0
11,11,3,0.05,0.05000000000000004,0.2694108612748609,narrow,0.2669259438707057,0.002676290084027144,0,0,0.0
11,11,4,0.05,0.05000000000000014,0.2694108612748609,narrow,0.25924570235598576,0.010948015403510425,0,0,0.0
11,11,0,0.15,0.14999999999999997,0.2694108612748609,narrow,0.29301228100574406,0.025419052355255545,0,0,0.0
11,11,1,0.15,0.1500000000000004,0.2694108612748609,narrow,0.2809059946710075,0.012380416134242012,0,0,0.0
11,11,2,0.15,0.15000000000000002,0.2694108612748609,narrow,0.26289955167290824,0.007012769636769889,0,0,0.0
11,11,3,0.15,0.14999999999999983,0.2694108612748609,narrow,0.30906966307966854,0.04271307281163317,0,0,0.0
